link,title,city,price,nb_rooms,nb_baths,type,address,liv_rooms,surface_area,prop_age,floor_nb,Ascenseur,Balcon,Chauffage,Climatisation,Concierge,Cuisine equipee,Duplex,Meuble,Parking,Securite,Terrasse,Date
https://www.avito.ma/fr/quartier_de_l'oc%C3%A9an/appartements/RBA_HA_1054___Appartement_%C3%A0_vendre_%C3%A0_L_Ocean_54936810.htm,RBA-HA-1054 - Appartement Ã  vendre Ã  L'Ocean,rabat,1200000.0,1,1,Vendre,quartier de l'ocÃ©an,0.0,0.0,0.0,5,True,True,False,False,False,False,False,False,True,False,True,2024-01-30
https://www.avito.ma/fr/guich_oudaya/appartements/RBA_SKH_TE_1053___Appartement_%C3%A0_vendre_%C3%A0_Guich_O____54932352.htm,RBA-SKH-TE-1053 - Appartement Ã  vendre Ã  Guich O...,rabat,1750000.0,3,2,Vendre,guich oudaya,3.0,3.0,3.0,2,False,True,False,False,False,False,False,False,False,False,True,2024-10-12
https://www.avito.ma/fr/hay_mohammadi/appartements/Appartement_%C3%A0_vendre_63_m%C2%B2_%C3%A0_Agadir_55682805.htm,Appartement Ã  vendre 63 mÂ² Ã  Agadir,agadir,600000.0,2,1,Vendre,hay mohammadi,1.0,60.0,2.0,3,False,False,False,False,False,False,False,False,False,False,False,2024-12-04
https://www.avito.ma/fr/dar_bouazza/appartements/Appartement_%C3%A0_vendre_81_m%C2%B2_%C3%A0_Dar_Bouazza_55714260.htm,Appartement Ã  vendre 81 mÂ² Ã  Dar Bouazza,dar bouazza,1350000.0,2,2,Vendre,toute la ville,1.0,81.0,2.0,1,False,False,False,False,False,False,False,False,False,False,False,2024-10-17
https://www.avito.ma/fr/gu%C3%A9liz/appartements/Appartement_81_m%C2%B2_avec_piscine_a_gueliz_33066805.htm,Appartement 81 mÂ² avec piscine a gueliz,marrakech,769500.0,2,1,Vendre,guÃ©liz,1.0,81.0,2.0,3,True,False,False,False,False,False,False,False,True,False,False,2024-03-16
https://www.avito.ma/fr/a%C3%AFn_diab/appartements/Appartement_%C3%A0_vendre_142_m%C2%B2_%C3%A0_Casablanca_50507466.htm,Appartement Ã  vendre 142 mÂ² Ã  Casablanca,casablanca,6000000.0,2,3,Vendre,aÃ¯n diab,2.0,2.0,2.0,8,True,True,True,True,True,False,False,False,True,False,True,2024-05-06
https://www.avito.ma/fr/centre_ville/appartements/Appartement_%C3%A0_vendre_82_m%C2%B2_%C3%A0_Temara_55690519.htm,Appartement Ã  vendre 82 mÂ² Ã  Temara,temara,660000.0,2,1,Vendre,centre ville,1.0,82.0,2.0,1,False,True,False,False,True,False,False,False,False,False,False,2024-10-02
https://www.avito.ma/fr/hay_salam/appartements/Appartement_%C3%A0_vendre_78_m%C2%B2_%C3%A0_Agadir_54949904.htm,Appartement Ã  vendre 78 mÂ² Ã  Agadir,agadir,570000.0,2,1,Vendre,hay salam,1.0,78.0,2.0,3,False,True,False,False,False,False,False,False,False,False,False,2024-02-05
https://www.avito.ma/fr/massira_1/appartements/Appartement_a_vendre__%C3%A0_Temara_54659150.htm,Appartement a vendre Ã  Temara,temara,1480000.0,3,1,Vendre,massira 1,1.0,148.0,3.0,1,False,True,False,False,False,False,False,False,True,False,False,2024-12-16
https://www.avito.ma/fr/2_mars/apparteEquipementEquipementEquipementEquipementEquipementments/Appartement_%C3%A0_vendre_111_m%C2%B2_%C3%A0_Casablanca_55218668.htm,Appartement Ã  vendre 111 mÂ² Ã  Casablanca,casablanca,1450000.0,2,2,Vendre,2 mars,2.0,2.0,2.0,3,True,True,False,False,True,False,False,False,True,False,False,2024-10-01
https://www.avito.ma/fr/dar_bouazza/appartements/Appartement_%C3%A0_vendre_100_m%C2%B2_%C3%A0_Dar_Bouazza_54833290.htm,Appartement Ã  vendre 100 mÂ² Ã  Dar Bouazza,dar bouazza,592550.3535385687,2,2,Vendre,toute la ville,1.0,100.0,2.0,1,False,False,False,False,False,False,False,False,False,False,False,2024-02-07
https://www.avito.ma/fr/autre_secteur/appartements/Appart_a_vendre_avec_garage__%C3%A0_Bouznika_52394624.htm,Appart a vendre avec garage Ã  Bouznika,bouznika,760000.0,4,1,Vendre,autre secteur,2.0,160.0,4.0,1,True,False,False,False,False,False,False,False,False,False,True,2024-04-18
https://www.avito.ma/fr/assam/appartements/Appartement_%C3%A0_vendre_67_m%C2%B2_%C3%A0_K%C3%A9nitra_48757649.htm,Appartement Ã  vendre 67 mÂ² Ã  KÃ©nitra,kenitra,390000.0,2,1,Vendre,assam,1.0,67.0,2.0,2,True,False,False,False,True,False,False,False,True,False,True,2024-07-12
https://www.avito.ma/fr/sidi_allal_el_bahraoui/appartements/Appartement_a_vendre_a_Menzeh_Sidi_Allal_Bahraoui_55728744.htm,Appartement a vendre a Menzeh Sidi Allal Bahraoui,sidi allal el bahraoui,708632.9253840467,2,1,Vendre,toute la ville,2.0,70.0,8.0,1,False,False,False,False,False,False,False,False,False,False,False,2024-10-17
https://www.avito.ma/fr/nassim/appartements/appartement_a_vendre__55628254.htm,appartement a vendre,mohammedia,380000.0,2,1,Vendre,nassim,1.0,60.0,2.0,4,False,False,False,False,False,False,False,False,False,False,False,2024-08-03
https://www.avito.ma/fr/gu%C3%A9liz/appartements/Appartement_59_m%C2%B2_avec_piscine_%C3%A0_gueliz_33163327.htm,Appartement 59 mÂ² avec piscine Ã  gueliz,marrakech,590000.0,1,1,Vendre,guÃ©liz,1.0,59.0,0.0,1,False,False,False,False,False,False,False,False,False,False,False,2024-08-19
https://www.avito.ma/fr/ahlane/appartements/Appartement_%C3%A0_vendre_69_m%C2%B2_%C3%A0_Tanger_55685518.htm,Appartement Ã  vendre 69 mÂ² Ã  Tanger,tanger,11500.0,2,1,Vendre,ahlane,2.0,2.0,2.0,1,False,False,False,False,False,False,False,False,False,False,False,2024-10-25
https://www.avito.ma/fr/autre_secteur/appartements/Appartement__90_m%C2%B2_mhamid_7_1etage__55124168.htm,Appartement 90 mÂ² mhamid 7 1etage,marrakech,630000.0,3,1,Vendre,autre secteur,2.0,90.0,3.0,1,False,False,False,True,False,False,False,False,False,False,True,2024-05-16
https://www.avito.ma/fr/branes_kdima/appartements/Superbe_appartement_meubl%C3%A9_pour_vente_54267789.htm,Superbe appartement meublÃ© pour vente,tanger,1400000.0,2,1,Vendre,branes kdima,2.0,2.0,2.0,5,False,False,False,False,False,False,False,False,False,False,False,2024-09-22
https://www.avito.ma/fr/ain_sebaa/appartements/Appartement_%C3%A0_vendre_78_m%C2%B2_%C3%A0_Casablanca_55175180.htm,Appartement Ã  vendre 78 mÂ² Ã  Casablanca,casablanca,950000.0,2,2,Vendre,ain sebaa,2.0,2.0,2.0,4,True,True,False,True,True,False,False,False,True,False,True,2024-09-10
https://www.avito.ma/fr/racine/appartements/Appartement_%C3%A0_vendre_147_m%C2%B2_REMIS_A_NEUF_%C3%A0_RACINE_55444564.htm,Appartement Ã  vendre 147 mÂ² REMIS A NEUF Ã  RACINE,casablanca,2900000.0,3,3,Vendre,racine,3.0,3.0,3.0,2,False,False,False,False,False,False,False,False,False,False,False,2024-08-09
https://www.avito.ma/fr/route_de_casablanca/appartements/Appartement_%C3%A0_vendre_247_m%C2%B2_%C3%A0_Marrakech_55714071.htm,Appartement Ã  vendre 247 mÂ² Ã  Marrakech,marrakech,2600000.0,3,2,Vendre,route de casablanca,2.0,247.0,3.0,0,False,False,True,True,True,False,True,False,True,False,True,2024-08-18
https://www.avito.ma/fr/roches_noires/appartements/appartement_2_fa%C3%A7ade_boulevard__53912758.htm,appartement 2 faÃ§ade boulevard,casablanca,940000.0,3,2,Vendre,roches noires,3.0,3.0,3.0,2,True,True,False,False,True,False,False,False,True,False,False,2024-11-04
https://www.avito.ma/fr/palmier/appartements/Appt_2_Ch_Salon__Clim__Garage_%C3%A0_Palmier_55694000.htm,"Appt 2 Ch Salon, Clim, Garage Ã  Palmier",casablanca,1550000.0,2,2,Vendre,palmier,2.0,2.0,2.0,4,True,True,False,True,True,False,False,False,True,False,False,2024-10-09
https://www.avito.ma/fr/tanja_balia/appartements/_EXCLUSIVITE___Appartement_%C3%A0_vendre_73_m%C2%B2_NEUF_55632753.htm,-EXCLUSIVITE - Appartement Ã  vendre 73 mÂ² NEUF,tanger,820000.0,2,1,Vendre,tanja balia,2.0,2.0,2.0,4,True,True,False,True,True,False,False,False,False,False,False,2024-11-18
https://www.avito.ma/fr/autre_secteur/appartements/Appartement_meubl%C3%A9_%C3%A0_vendre_130_m%C2%B2_%C3%A0_Sal%C3%A9__55630759.htm,Appartement meublÃ© Ã  vendre 130 mÂ² Ã  SalÃ©,rabat,1270000.0,3,1,Vendre,autre secteur,3.0,3.0,3.0,3,False,False,False,False,False,False,False,False,False,False,False,2024-04-13
https://www.avito.ma/fr/route_d'el_jadida/appartements/_tr%C3%A8s_joli_appart_%C3%A0_vendre__%C3%A0_oasis___54036615.htm,trÃ¨s joli appart Ã  vendre Ã  oasis,casablanca,1950000.0,2,2,Vendre,route d'el jadida,2.0,2.0,2.0,3,False,False,False,False,False,False,False,False,False,False,False,2024-12-27
https://www.avito.ma/fr/quartier_du_parc/appartements/Appartement_2_chambres_sans_vis_a_vis_%C3%A0_vendre__55626373.htm,Appartement 2 chambres sans vis a vis Ã  vendre,mohammedia,780000.0,2,1,Vendre,quartier du parc,2.0,75.0,2.0,1,False,False,False,False,True,False,False,False,True,False,False,2024-12-23
https://www.avito.ma/fr/allal_el_fassi/appartements/Appartement_2_chambres_salon_r%C3%A9sidence_s%C3%A9curis%C3%A9e_55342080.htm,Appartement 2 chambres salon rÃ©sidence sÃ©curisÃ©e,marrakech,850000.0,2,1,Vendre,allal el fassi,1.0,92.0,2.0,5,True,True,False,True,True,False,False,False,True,False,True,2024-05-10
https://www.avito.ma/fr/ain_sebaa/appartements/Appartement_de_150_m%C2%B2_%C3%A0_Ain_Sebaa__55602547.htm,Appartement de 150 mÂ² Ã  Ain Sebaa,casablanca,1290000.0,2,2,Vendre,ain sebaa,2.0,2.0,2.0,1,True,True,False,False,False,False,False,False,True,False,True,2024-03-19
https://www.avito.ma/fr/gu%C3%A9liz/appartements/Appartement_81_m%C2%B2_avec_piscine_%C3%A0_gueliz_49187447.htm,Appartement 81 mÂ² avec piscine Ã  gueliz,marrakech,769500.0,2,1,Vendre,guÃ©liz,1.0,81.0,2.0,5,True,False,False,False,True,False,False,False,True,False,False,2024-02-10
https://www.avito.ma/fr/val_fleuri/appartements/nouveau_projet_appartement_haut_standing_55661440.htm,nouveau projet appartement haut standing,tanger,975723.6163951308,2,1,Vendre,val fleuri,2.0,2.0,2.0,2,False,False,False,False,False,False,False,False,False,False,False,2024-06-21
https://www.avito.ma/fr/marjane_2/appartements/Magnifique_appartement_%C3%A0_vendre_%C3%A0_Meknes_49761924.htm,Magnifique appartement Ã  vendre Ã  Meknes,meknes,1149276.396776035,2,1,Vendre,marjane 2,2.0,2.0,2.0,1,False,False,False,False,False,False,False,False,False,False,False,2024-04-06
https://www.avito.ma/fr/ma%C3%A2rif_extension/appartements/Superbe_Appartement_%C3%A0_145_m%C2%B2_Maarif_extension__55321806.htm,Superbe Appartement Ã  145 mÂ² Maarif extension,casablanca,2600000.0,3,2,Vendre,maÃ¢rif extension,3.0,3.0,3.0,1,False,False,False,False,False,False,False,False,False,False,False,2024-09-06
https://www.avito.ma/vi/53634704.htm,Appartement Ã  vendre 80 mÂ² Ã  Agadir,agadir,640000.0,3,2,Vendre,abattoirs,1.0,80.0,3.0,1,True,True,False,False,True,False,True,False,True,False,True,2024-11-11
https://www.avito.ma/vi/54743695.htm,Appartement Ã  vendre 157 mÂ² Ã  Casablanca,casablanca,1949990.8473660024,3,2,Vendre,2 mars,3.0,3.0,3.0,4,False,False,False,False,False,False,False,False,False,False,False,2024-08-23
https://www.avito.ma/fr/ma%C3%A2rif_extension/appartements/Appartement_%C3%A0_vendre_307_m%C2%B2_%C3%A0_Casablanca_54938457.htm,Appartement Ã  vendre 307 mÂ² Ã  Casablanca,casablanca,2600000.0,4,3,Vendre,maÃ¢rif extension,4.0,4.0,4.0,1,True,False,True,True,True,False,False,False,True,False,True,2024-10-23
https://www.avito.ma/fr/sidi_maarouf/appartements/Appartement_%C3%A0_vendre_57_m%C2%B2_%C3%A0_Casablanca_55539057.htm,Appartement Ã  vendre 57 mÂ² Ã  Casablanca,casablanca,680000.0,2,2,Vendre,sidi maarouf,2.0,2.0,2.0,2,True,True,True,True,True,False,False,False,True,False,False,2024-06-17
https://www.avito.ma/fr/autre_secteur/appartements/Appartement_%C3%A0_vendre_106_m%C2%B2_%C3%A0_Mohammedia_55736179.htm,Appartement Ã  vendre 106 mÂ² Ã  Mohammedia,mohammedia,995358.8706654174,2,2,Vendre,autre secteur,1.0,106.0,2.0,3,False,False,False,False,False,False,False,False,False,False,False,2024-08-27
https://www.avito.ma/fr/hay_massira/appartements/Appartement__a_vendre_jardin_d__agadir_55732322.htm,Appartement a vendre jardin d 'agadir,agadir,1200000.0,2,2,Vendre,hay massira,1.0,83.0,2.0,4,True,True,True,False,True,False,False,False,True,False,True,2024-01-24
https://www.avito.ma/fr/autre_secteur/appartements/Appartement_%C3%A0_vendre_136_m%C2%B2_%C3%A0_El_Jadida_55266206.htm,Appartement Ã  vendre 136 mÂ² Ã  El Jadida,el jadida,1280000.0,3,1,Vendre,autre secteur,2.0,136.0,3.0,5,True,True,False,False,True,False,True,False,True,False,True,2024-10-14
https://www.avito.ma/fr/skikina/appartements/Appartement_%C3%A0_vendre_98_m%C2%B2_%C3%A0_Temara_36996024.htm,Appartement Ã  vendre 98 mÂ² Ã  Temara,temara,750000.0,2,2,Vendre,skikina,2.0,98.0,2.0,4,False,True,False,False,True,False,False,False,False,False,False,2024-04-11
https://www.avito.ma/fr/tanja_balia/appartements/Appartement_%C3%A0_vendre_90_m%C2%B2_%C3%A0_Tanja_Balia_Tanger_54631107.htm,Appartement Ã  vendre 90 mÂ² Ã  Tanja Balia Tanger,tanger,1080000.0,2,2,Vendre,tanja balia,2.0,2.0,2.0,2,False,False,False,False,False,False,False,False,False,False,False,2024-10-14
https://www.avito.ma/fr/aouama_gharbia/appartements/Nouveaux_appartement_%C3%A0_vendre_de_50_m%C2%B2_%C3%A0_Tanger_53330018.htm,Nouveaux appartement Ã  vendre de 50 mÂ² Ã  Tanger,tanger,350000.0,2,1,Vendre,aouama gharbia,2.0,2.0,2.0,2,True,True,False,False,False,False,False,False,False,False,False,2024-10-09
https://www.avito.ma/fr/gu%C3%A9liz/appartements/Appartement_%C3%A0_vendre_110_m%C2%B2_%C3%A0_Marrakech_55713589.htm,Appartement Ã  vendre 110 mÂ² Ã  Marrakech,marrakech,2500000.0,3,2,Vendre,guÃ©liz,1.0,110.0,3.0,1,False,False,False,False,False,False,False,False,False,False,False,2024-05-02
https://www.avito.ma/fr/mghogha/appartements/Appartement_%C3%A0_vendre_50_m%C2%B2_%C3%A0_Tanger_53451108.htm,Appartement Ã  vendre 50 mÂ² Ã  Tanger,tanger,350000.0,2,1,Vendre,mghogha,2.0,2.0,2.0,1,True,True,False,False,True,False,False,False,False,False,False,2024-08-19
https://www.avito.ma/fr/franceville/appartements/apartment_a_vendre__55681691.htm,apartment a vendre,casablanca,2220000.0,2,2,Vendre,franceville,2.0,2.0,2.0,3,False,False,False,False,False,False,False,False,False,False,False,2024-08-19
https://www.avito.ma/fr/tanja_balia/appartements/Appartement_%C3%A0_vendre_140_m%C2%B2_%C3%A0_Tanger_54815300.htm,Appartement Ã  vendre 140 mÂ² Ã  Tanger,tanger,999694.7330548662,2,2,Vendre,tanja balia,2.0,2.0,2.0,5,False,False,False,False,False,False,False,False,False,False,False,2024-07-10
https://www.avito.ma/fr/aouama_gharbia/appartements/Appartement_de_50m%C2%B2_%C3%A0_Vendre_%C3%A0_Tanger_53397026.htm,Appartement de 50mÂ² Ã  Vendre Ã  Tanger,tanger,350000.0,2,1,Vendre,aouama gharbia,2.0,2.0,2.0,1,True,True,False,False,False,False,False,False,False,False,False,2024-11-27
https://www.avito.ma/fr/haddad/appartements/Appartement_%C3%A0_vendre_123_m%C2%B2_%C3%A0_Tanger_55192856.htm,Appartement Ã  vendre 123 mÂ² Ã  Tanger,tanger,1000000.0,3,2,Vendre,haddad,3.0,3.0,3.0,3,False,False,False,False,False,False,False,False,False,False,False,2024-03-16
https://www.avito.ma/fr/ittihad_arabi/appartements/Appartement_Bonne_affaire_%C3%A0_vendre_132_m%C2%B2__55519671.htm,Appartement Bonne affaire Ã  vendre 132 mÂ²,temara,940000.0,2,1,Vendre,ittihad arabi,2.0,132.0,2.0,3,False,True,False,False,False,False,False,False,True,False,True,2024-10-08
https://www.avito.ma/fr/autre_secteur/appartements/appartement_%C3%A0_vendre__55735962.htm,appartement Ã  vendre,meknes,280000.0,2,1,Vendre,autre secteur,2.0,2.0,2.0,1,False,True,False,False,True,False,False,False,False,False,False,2024-07-10
https://www.avito.ma/fr/casablanca_finance_city/appartements/Appartement_%C3%A0_vendre_82_m%C2%B2_%C3%A0_Casablanca_CFC_55636460.htm,Appartement Ã  vendre 82 mÂ² Ã  Casablanca CFC,casablanca,1600000.0,2,1,Vendre,casablanca finance city,2.0,2.0,2.0,4,False,False,False,False,False,False,False,False,False,False,False,2024-04-09
https://www.avito.ma/fr/route_de_casablanca/appartements/Appartement_%C3%A0_vendre_94_m%C2%B2_%C3%A0_Marrakech_54614980.htm,Appartement Ã  vendre 94 mÂ² Ã  Marrakech,marrakech,726211.8946545483,2,1,Vendre,route de casablanca,1.0,83.0,2.0,4,False,False,False,False,False,False,False,False,False,False,False,2024-02-07
https://www.avito.ma/fr/gu%C3%A9liz/appartements/Appartement_81_m%C2%B2_avec_piscine_%C3%A0_gueliz_50172588.htm,Appartement 81 mÂ² avec piscine Ã  gueliz,marrakech,769500.0,2,1,Vendre,guÃ©liz,1.0,81.0,2.0,4,True,False,False,False,False,False,False,False,True,False,False,2024-10-05
https://www.avito.ma/fr/hamria/appartements/Des_Appartement_%C3%A0_vendre_110_m%C2%B2_%C3%A0_Mekn%C3%A8s_55735889.htm,Des Appartement Ã  vendre 110 mÂ² Ã  MeknÃ¨s,meknes,830000.0,3,2,Vendre,hamria,3.0,3.0,3.0,1,False,False,False,False,False,False,False,False,False,False,False,2024-03-26
https://www.avito.ma/fr/el_haddada/appartements/Appartement_splendide_%C3%A0_K%C3%A9nitra_Hadada__55680575.htm,Appartement splendide Ã  KÃ©nitra Hadada,kenitra,520000.0,2,1,Vendre,el haddada,1.0,72.0,2.0,4,True,True,False,False,True,False,False,False,True,False,False,2024-08-05
https://www.avito.ma/fr/hay_charaf/appartements/Appartement_100_m%C2%B2_%C3%A0_vendre_%C3%A0_HAY_CHARAF_Marrakech_55652595.htm,Appartement 100 mÂ² Ã  vendre Ã  HAY CHARAF Marrakech,marrakech,800000.0,2,1,Vendre,hay charaf,2.0,100.0,2.0,1,False,False,False,True,False,False,False,False,False,False,False,2024-03-25
https://www.avito.ma/fr/saidia/appartements/Appartement_%C3%A0_vendre_87_m%C2%B2_%C3%A0_Saidia_41087228.htm,Appartement Ã  vendre 87 mÂ² Ã  Saidia,saidia,640839.3539231527,2,1,Vendre,toute la ville,1.0,87.0,2.0,0,False,False,False,False,False,False,False,False,False,False,False,2024-01-27
https://www.avito.ma/fr/autre_secteur/appartements/Appartement__65_m%C2%B2_socoma__55631428.htm,Appartement 65 mÂ² socoma,marrakech,530000.0,3,1,Vendre,autre secteur,1.0,65.0,3.0,0,False,False,False,True,False,False,False,False,False,False,True,2024-10-02
https://www.avito.ma/fr/autre_secteur/appartements/Appartement_%C3%A0_vendre_%C3%A0_sala_jadida_55735803.htm,Appartement Ã  vendre Ã  sala jadida,rabat,730000.0,2,1,Vendre,autre secteur,2.0,2.0,2.0,0,False,False,False,False,False,False,False,False,False,False,False,2024-08-29
https://www.avito.ma/fr/malabata/appartements/Cosy_appartement_meuble_a_vendre_53942663.htm,Cosy appartement meuble a vendre,tanger,1200000.0,2,1,Vendre,malabata,2.0,2.0,2.0,1,False,False,False,False,False,False,False,False,False,False,False,2024-02-29
https://www.avito.ma/fr/quartier_du_parc/appartements/joli_appartement_a_vendre_55518317.htm,joli appartement a vendre,mohammedia,780000.0,2,1,Vendre,quartier du parc,1.0,61.0,2.0,3,True,False,False,True,False,False,False,False,True,False,False,2024-08-19
https://www.avito.ma/fr/hay_el_qods/appartements/Appartement_%C3%A0_vendre_59_m%C2%B2_%C3%A0_hay_el_quods_Oujda_53542799.htm,Appartement Ã  vendre 59 mÂ² Ã  hay el quods Oujda,oujda,550000.0,3,1,Vendre,hay el qods,3.0,59.0,3.0,1,False,False,False,False,False,False,False,False,False,False,False,2024-04-17
https://www.avito.ma/fr/mimosas/appartements/Appartement_%C3%A0_vendre_95_m%C2%B2_%C3%A0_Mohammedia_55462984.htm,Appartement Ã  vendre 95 mÂ² Ã  Mohammedia,mohammedia,1470000.0,2,1,Vendre,mimosas,1.0,95.0,2.0,2,False,False,False,False,False,False,False,False,False,False,False,2024-05-28
https://www.avito.ma/fr/skikina/appartements/Des_Appartement_neuf_%C3%A0_vendre_partir_71_m%C2%B2_skikina_55705964.htm,Des Appartement neuf Ã  vendre partir 71 mÂ² skikina,temara,680000.0,1,1,Vendre,skikina,2.0,71.0,0.0,1,True,True,False,False,True,False,False,False,True,False,True,2024-01-31
https://www.avito.ma/fr/riad_1/appartements/Appartement_%C3%A0_vendre_95_m%C2%B2_%C3%A0_Mohammedia_55735689.htm,Appartement Ã  vendre 95 mÂ² Ã  Mohammedia,mohammedia,-241980.3845313124,1,1,Vendre,riad 1,2.0,95.0,0.0,2,False,False,False,False,False,False,False,False,False,False,False,2024-06-23
https://www.avito.ma/fr/hay_izdihar/appartements/Appartement_%C3%A0_vendre_64_m%C2%B2_%C3%A0_Hay_Izdihar_Marrakech_55561350.htm,Appartement Ã  vendre 64 mÂ² Ã  Hay Izdihar Marrakech,marrakech,560000.0,2,2,Vendre,hay izdihar,1.0,64.0,2.0,3,True,True,False,False,True,False,False,False,False,False,False,2024-10-10
https://www.avito.ma/fr/route_de_casablanca/appartements/Appartement_%C3%A0_vendre_38_m%C2%B2_%C3%A0_Marrakech_55636187.htm,Appartement Ã  vendre 38 mÂ² Ã  Marrakech,marrakech,608000.0,1,1,Vendre,route de casablanca,1.0,38.0,0.0,1,False,False,False,False,False,False,False,False,False,False,False,2024-10-20
https://www.avito.ma/vi/54743695.htm,Appartement Ã  vendre 157 mÂ² Ã  Casablanca,casablanca,547267.3248861744,1,1,Vendre,2 mars,0.0,0.0,0.0,4,False,False,False,False,False,False,False,False,False,False,False,2024-03-25
https://www.avito.ma/vi/55656417.htm,Appartement Ã  vendre 86 mÂ² Ã  Agadir,agadir,-63163.85109127092,1,1,Vendre,hay massira,1.0,86.0,0.0,1,False,False,False,False,False,False,False,False,False,False,False,2024-10-19
https://www.avito.ma/fr/gu%C3%A9liz/appartements/appartement_a_vendre_acote_macdo_route_de_casa__55708780.htm,appartement a vendre acote macdo route de casa,marrakech,960000.0,3,2,Vendre,guÃ©liz,2.0,130.0,3.0,2,True,True,True,True,True,False,False,False,False,False,True,2024-07-07
https://www.avito.ma/fr/fnideq/appartements/Appartement_%C3%A0_vendre_%C3%A0_Alcudia_Smir_55708734.htm,Appartement Ã  vendre Ã  Alcudia Smir,fnideq,1350000.0,3,2,Vendre,toute la ville,1.0,113.0,8.0,1,False,False,False,False,False,False,False,False,False,False,False,2024-08-17
https://www.avito.ma/fr/mimosas/appartements/Appartement_%C3%A0_vendre_207_m%C2%B2_%C3%A0_K%C3%A9nitra_46849441.htm,Appartement Ã  vendre 207 mÂ² Ã  KÃ©nitra,kenitra,1450000.0,3,2,Vendre,mimosas,2.0,207.0,3.0,1,True,True,False,False,True,False,False,False,True,False,True,2024-12-06
https://www.avito.ma/fr/saidia/appartements/Appartement_%C3%A0_vendre_%C3%A0_Sa%C3%AFdia__44411887.htm,Appartement Ã  vendre Ã  SaÃ¯dia,saidia,1142685.480239347,3,2,Vendre,toute la ville,1.0,80.0,3.0,0,False,False,False,False,False,False,False,False,False,False,False,2024-03-28
https://www.avito.ma/fr/hay_riad/appartements/Appartement_%C3%A0_vendre_%C3%A0_Hay_Riad_Rabat__55693194.htm,Appartement Ã  vendre Ã  Hay Riad Rabat,rabat,2780000.0,3,2,Vendre,hay riad,3.0,3.0,3.0,1,False,False,False,False,False,False,False,False,False,False,False,2024-03-16
https://www.avito.ma/fr/hassan/appartements/Appartement_%C3%A0_vendre_96_m%C2%B2_%C3%A0_Rabat_54678178.htm,Appartement Ã  vendre 96 mÂ² Ã  Rabat,rabat,1400000.0,3,2,Vendre,hassan,3.0,3.0,3.0,1,False,False,True,False,True,False,False,False,False,False,False,2024-10-20
https://www.avito.ma/fr/gu%C3%A9liz/appartements/Appartement_%C3%A0_vendre_57m%C2%B2_%C3%A0_Marrakech_53715307.htm,Appartement Ã  vendre 57mÂ² Ã  Marrakech,marrakech,1530466.819924452,3,2,Vendre,guÃ©liz,1.0,57.0,3.0,3,False,False,False,False,False,False,False,False,False,False,False,2024-11-17
https://www.avito.ma/fr/route_de_casablanca/appartements/Appartement_%C3%A0_vendre_103_m%C2%B2_%C3%A0_Marrakech_55035347.htm,Appartement Ã  vendre 103 mÂ² Ã  Marrakech,marrakech,1120385.878062264,3,2,Vendre,route de casablanca,1.0,103.0,3.0,3,False,False,False,False,False,False,False,False,False,False,False,2024-02-29
https://www.avito.ma/fr/agdal/appartements/Magnifique_Duplex_%C3%A0_Vendre_A_l_Agdal_55025778.htm,Magnifique Duplex Ã  Vendre A l'Agdal,rabat,4500000.0,4,3,Vendre,agdal,4.0,4.0,4.0,1,True,True,True,True,True,False,True,False,True,False,True,2024-12-10
https://www.avito.ma/fr/californie/appartements/Charmant_Appartement_%C3%A0_vendre_90_m%C2%B2_%C3%A0_Californie__55630133.htm,Charmant Appartement Ã  vendre 90 mÂ² Ã  Californie,casablanca,1000000.0,2,2,Vendre,californie,2.0,2.0,2.0,3,False,False,False,False,False,False,False,False,False,False,False,2024-02-05
https://www.avito.ma/fr/mabrouka/appartements/appartement_bien_situ%C3%A9__55664918.htm,appartement bien situÃ©,marrakech,927659.2171260576,2,2,Vendre,mabrouka,1.0,60.0,2.0,2,False,False,False,False,False,False,False,False,False,False,False,2024-08-19
https://www.avito.ma/fr/route_de_sefrou/appartements/Appartement_%C3%A0_vendre_181_m%C2%B2_%C3%A0_F%C3%A8s_55447687.htm,Appartement Ã  vendre 181 mÂ² Ã  FÃ¨s,fes,925000.0,3,2,Vendre,route de sefrou,3.0,145.0,3.0,1,False,True,False,True,False,False,False,False,False,False,True,2024-02-05
https://www.avito.ma/fr/ain_sebaa/appartements/Appartement_%C3%A0_vendre_%C3%A0_Casablanca__55331719.htm,Appartement Ã  vendre Ã  Casablanca,casablanca,402500.0,2,2,Vendre,ain sebaa,2.0,2.0,2.0,1,False,False,False,False,False,False,False,False,False,False,False,2024-10-23
https://www.avito.ma/fr/mimosas/appartements/Appartement_%C3%A0_vendre_86_m%C2%B2_%C3%A0_K%C3%A9nitra_46597011.htm,Appartement Ã  vendre 86 mÂ² Ã  KÃ©nitra,kenitra,500000.0,2,1,Vendre,mimosas,1.0,86.0,2.0,4,False,False,False,False,False,False,False,False,False,False,False,2024-06-14
https://www.avito.ma/fr/hay_targa/appartements/REZ_DE_JARDN__%C3%A0_vendre__55716540.htm,REZ DE JARDN Ã  vendre,marrakech,1500000.0,3,2,Vendre,hay targa,1.0,114.0,3.0,0,True,False,True,True,False,False,False,False,True,False,True,2024-10-28
